"idx","full_path","rel_path","top_dir","parent_rel","file_name","stem","ext","size","mtime_utc","sha256","reason_flags","keep_score"
"14618","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6130.3.875.991","VJMsg\单11.6130.3.875.991","VJMsg","VJMsg","单11.6130.3.875.991","单11.6130.3.875",".991","7245","2014-08-12T01:50:04.0000000Z","1773898BB35654C911A0FA555183B2FB85E7521D1BA23A3B9F5564DBDDE92FDE","","24"
"14619","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6130.3.875.992","VJMsg\单11.6130.3.875.992","VJMsg","VJMsg","单11.6130.3.875.992","单11.6130.3.875",".992","7245","2014-08-12T01:50:30.0000000Z","B48C308929F16B57C9E2BC0D08A6133657BA2FB8D331117BC261C99CA55EE241","","24"
"14620","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6130.3.875.995","VJMsg\单11.6130.3.875.995","VJMsg","VJMsg","单11.6130.3.875.995","单11.6130.3.875",".995","7245","2014-08-12T01:51:04.0000000Z","3E5CA5BF5C00292B02AA1F0AA220A238BF09AFB9DCBC52A3F239F21B9AB87A80","","24"
"14621","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6130.3.875.996","VJMsg\单11.6130.3.875.996","VJMsg","VJMsg","单11.6130.3.875.996","单11.6130.3.875",".996","7245","2014-08-12T01:51:34.0000000Z","1C881A24028B6A94AA46EAFACD314CFD4FBBDFD6D0BEAA4025BDC09157056F38","","24"
"14622","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6130.3.880.000","VJMsg\单11.6130.3.880.000","VJMsg","VJMsg","单11.6130.3.880.000","单11.6130.3.880",".000","7245","2014-08-12T01:53:22.0000000Z","2396E9690E02C2C530DC6D279AB975815371BAE11AA1D12FD410C97255EFFDC4","","24"
"14623","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6130.3.880.901","VJMsg\单11.6130.3.880.901","VJMsg","VJMsg","单11.6130.3.880.901","单11.6130.3.880",".901","7245","2014-08-12T01:54:32.0000000Z","4DE7A157B281F70A5AC392953B443347677A0BD5BE23CD8B8F4B5B4CFED7E76D","","24"
"14624","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6130.3.880.902","VJMsg\单11.6130.3.880.902","VJMsg","VJMsg","单11.6130.3.880.902","单11.6130.3.880",".902","7245","2014-08-12T01:55:00.0000000Z","1CB3AD919CAE6E26852D53FDEC8E4AF4AD61F23CA40E7BEC635051254E4274BA","","24"
"14625","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6130.3.915.000","VJMsg\单11.6130.3.915.000","VJMsg","VJMsg","单11.6130.3.915.000","单11.6130.3.915",".000","7245","2014-08-12T01:56:36.0000000Z","136E0B53860BA7F17CBB93FB3501A61658F35DBA98703BF17D574F0101960EF7","","24"
"14626","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6130.3.915.904","VJMsg\单11.6130.3.915.904","VJMsg","VJMsg","单11.6130.3.915.904","单11.6130.3.915",".904","7245","2014-08-12T01:57:26.0000000Z","0D4628BFD3BC3BFC77E034DA8B82107B28DB4060C466267DB9C8C2C8B8CB14F8","","24"
"14627","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6130.3.915.905","VJMsg\单11.6130.3.915.905","VJMsg","VJMsg","单11.6130.3.915.905","单11.6130.3.915",".905","7245","2014-08-12T01:58:22.0000000Z","8BD64960575665116D7FF42F298FAD8C8BC745222E9D8D002419AF5D5A15E35F","","24"
"14628","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.025.903","VJMsg\单11.6140.3.025.903","VJMsg","VJMsg","单11.6140.3.025.903","单11.6140.3.025",".903","7245","2014-08-12T02:00:40.0000000Z","00ED972B5F8BAD3CFAAE8704E822BA73479DCA3EA2B222631CA6288A1C24CFE5","","24"
"14629","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.025.905","VJMsg\单11.6140.3.025.905","VJMsg","VJMsg","单11.6140.3.025.905","单11.6140.3.025",".905","7245","2014-08-12T02:01:30.0000000Z","6ABA7E9F97244EFDBEE3E6A94EA5F06CB9A262A912A4BB4A73A419C6D57C7F29","","24"
"14630","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.025.959","VJMsg\单11.6140.3.025.959","VJMsg","VJMsg","单11.6140.3.025.959","单11.6140.3.025",".959","7245","2014-08-12T02:02:50.0000000Z","FA85B1C2153D58168956E2F3887C3E225EDBD22964469526B2FF5721E45F4677","","24"
"14631","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.025.961","VJMsg\单11.6140.3.025.961","VJMsg","VJMsg","单11.6140.3.025.961","单11.6140.3.025",".961","7245","2014-08-12T02:03:44.0000000Z","9B7B2284F1A4076D46D3AC7187D98240715C4FD3921F9E9D23152334D6B59DB9","","24"
"14632","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.025.971","VJMsg\单11.6140.3.025.971","VJMsg","VJMsg","单11.6140.3.025.971","单11.6140.3.025",".971","7245","2014-08-12T02:04:36.0000000Z","DE20A21A8CF916A7B10853321BFCBB19B3466C5C721F7A5F52CC40FFF917C3B7","","24"
"14633","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.025.973","VJMsg\单11.6140.3.025.973","VJMsg","VJMsg","单11.6140.3.025.973","单11.6140.3.025",".973","7245","2014-08-12T02:05:34.0000000Z","7612FA8CC8C84285C7A00F6DA2BAD915FBFC5F58DBA97AD7A49CE14AA4C1CACE","","24"
"14634","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.025.975","VJMsg\单11.6140.3.025.975","VJMsg","VJMsg","单11.6140.3.025.975","单11.6140.3.025",".975","7245","2014-08-12T02:05:58.0000000Z","7645525A5D8608D6C7C29958FA7489D8FC0F0F0C2A262B7BE473BF64066AE226","","24"
"14635","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.025.977","VJMsg\单11.6140.3.025.977","VJMsg","VJMsg","单11.6140.3.025.977","单11.6140.3.025",".977","7245","2014-08-12T02:06:56.0000000Z","D1D6EC9FE9D43AF8B53354742FC781A6B62A29764C2911D38D42577B75C8E733","","24"
"14636","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.025.981","VJMsg\单11.6140.3.025.981","VJMsg","VJMsg","单11.6140.3.025.981","单11.6140.3.025",".981","7245","2014-08-12T02:07:40.0000000Z","39222DD8E9AF724682D76A66146B73AB2E064383BD2A0853AD70343433A07F67","","24"
"14637","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.025.982","VJMsg\单11.6140.3.025.982","VJMsg","VJMsg","单11.6140.3.025.982","单11.6140.3.025",".982","7245","2014-08-12T02:08:12.0000000Z","55DF956784A9D1FCAC999D6E33B0D424DE7FD6A84BE370610FAC832CC51A54E2","","24"
"14638","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.025.983","VJMsg\单11.6140.3.025.983","VJMsg","VJMsg","单11.6140.3.025.983","单11.6140.3.025",".983","7245","2014-08-12T02:08:36.0000000Z","D4294F182E180EA6A216372BBA7E9D7A5A92AB536593A23CAB191B3406A25220","","24"
"14639","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.025.984","VJMsg\单11.6140.3.025.984","VJMsg","VJMsg","单11.6140.3.025.984","单11.6140.3.025",".984","7245","2014-08-12T02:09:00.0000000Z","5A58FAD53AC08881DBB927DBFFD91A58F2852ABA464963F1ABFF3F1310DF98C4","","24"
"14640","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.115.901","VJMsg\单11.6140.3.115.901","VJMsg","VJMsg","单11.6140.3.115.901","单11.6140.3.115",".901","7245","2014-08-12T02:10:56.0000000Z","08F64172648DE4828A19C38AA45AF6CF92FE5D805235FF2002696BC29D51FECB","","24"
"14641","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.540.000","VJMsg\单11.6140.3.540.000","VJMsg","VJMsg","单11.6140.3.540.000","单11.6140.3.540",".000","7245","2014-08-12T02:13:06.0000000Z","D5FA94CDF8F8202C26DC381307A5C10415237E8E0B817B23A5957DFBB38D2D57","","24"
"14642","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.585.903","VJMsg\单11.6140.3.585.903","VJMsg","VJMsg","单11.6140.3.585.903","单11.6140.3.585",".903","7245","2014-08-12T02:15:20.0000000Z","000C6D13034EF1BE13C9A1267DC58A49C14EB654D6C65201213A57D9AF7215E7","","24"
"14643","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.610.903","VJMsg\单11.6140.3.610.903","VJMsg","VJMsg","单11.6140.3.610.903","单11.6140.3.610",".903","7245","2014-08-12T02:16:34.0000000Z","1BF816236889397F52489DEC012DC683145952C30EB265AF05CD7E0978687F2D","","24"
"14644","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.660.901","VJMsg\单11.6140.3.660.901","VJMsg","VJMsg","单11.6140.3.660.901","单11.6140.3.660",".901","7245","2014-08-12T02:17:56.0000000Z","E8330FA7B8967A1C183EA08A700BA82FFA9EBB5FE5DFACEE879BA53ED29B58B0","","24"
"14645","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.675.901","VJMsg\单11.6140.3.675.901","VJMsg","VJMsg","单11.6140.3.675.901","单11.6140.3.675",".901","7245","2014-08-12T02:30:28.0000000Z","5FC4C7D7CFB88BF7D68356B103EF8E3CB204B3267E717D92752629A27D5B3B32","","24"
"14646","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.835.000","VJMsg\单11.6140.3.835.000","VJMsg","VJMsg","单11.6140.3.835.000","单11.6140.3.835",".000","7245","2014-08-12T02:41:28.0000000Z","B86848679F890B6C3BE721BA036A78BAEC7E1CCDF1BDD752BB14C84CF924B57B","","24"
"14647","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.845.000","VJMsg\单11.6140.3.845.000","VJMsg","VJMsg","单11.6140.3.845.000","单11.6140.3.845",".000","7245","2014-08-12T02:42:58.0000000Z","5BD20E3657D4CED744C1C90BAA2EEDD21C9BB228DE0717036A7AD5380D2D48E2","","24"
"14648","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.865.000","VJMsg\单11.6140.3.865.000","VJMsg","VJMsg","单11.6140.3.865.000","单11.6140.3.865",".000","7245","2014-08-12T02:19:34.0000000Z","F8A3CEF034B8C42EFB4878A8E3682E5A6CE700087549A228BF32BC6224FFD049","","24"
"14649","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.870.909","VJMsg\单11.6140.3.870.909","VJMsg","VJMsg","单11.6140.3.870.909","单11.6140.3.870",".909","7245","2014-08-12T02:22:54.0000000Z","EB492C9AEB7F6C7280695C49FF94F8D374535E752B1EE034B235C2735938593E","","24"
"14650","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.970.927","VJMsg\单11.6140.3.970.927","VJMsg","VJMsg","单11.6140.3.970.927","单11.6140.3.970",".927","7245","2014-08-12T02:25:18.0000000Z","3FF763FDD6551A3EA7356826C42462172B2CDB7328136C59B9AF0E23C540B088","","24"
"14651","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.970.939","VJMsg\单11.6140.3.970.939","VJMsg","VJMsg","单11.6140.3.970.939","单11.6140.3.970",".939","7245","2014-08-12T02:26:40.0000000Z","82BD5A303223E324BE36C05C36AB4E6DCED367020E8C0DAE2789265619FEF7D4","","24"
"14652","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.970.941","VJMsg\单11.6140.3.970.941","VJMsg","VJMsg","单11.6140.3.970.941","单11.6140.3.970",".941","7245","2014-08-12T02:27:20.0000000Z","8873299BD0625D147B12C88315418A6B14C56730DB3FFACA3C0D5FFF394DDCB6","","24"
"14653","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.970.942","VJMsg\单11.6140.3.970.942","VJMsg","VJMsg","单11.6140.3.970.942","单11.6140.3.970",".942","7245","2014-08-12T02:27:56.0000000Z","DE6D466B3A2BE72C9BFF4C1EA0E5C73ED2548B62B0ED1F11A75A9B0F8716E5C8","","24"
"14654","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6140.3.970.943","VJMsg\单11.6140.3.970.943","VJMsg","VJMsg","单11.6140.3.970.943","单11.6140.3.970",".943","7245","2014-08-12T02:28:24.0000000Z","C6C6829D491546D86044B0803581DF09CDBE3D4E883932F401C0D371FB2010F7","","24"
"14655","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6145.b.005.000","VJMsg\单11.6145.b.005.000","VJMsg","VJMsg","单11.6145.b.005.000","单11.6145.b.005",".000","7245","2014-08-12T02:57:40.0000000Z","5520C6AFB726F1E649AB33020AAD750617272EB6781B02FB1CA111C0EAA2C55A","","24"
"14656","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6145.b.010.000","VJMsg\单11.6145.b.010.000","VJMsg","VJMsg","单11.6145.b.010.000","单11.6145.b.010",".000","7245","2014-08-12T02:59:10.0000000Z","DC7BD19F503A9DD9683E7CB37B4BF8B005397EADC10433AD6554E6C1545DB283","","24"
"14657","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6145.b.015.000","VJMsg\单11.6145.b.015.000","VJMsg","VJMsg","单11.6145.b.015.000","单11.6145.b.015",".000","7245","2014-08-12T03:00:20.0000000Z","3DC6F1419ACF3D20F94C680D3362F47E723052BDE158C9A6974ED39F76A0592E","","24"
"14658","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6145.b.020.000","VJMsg\单11.6145.b.020.000","VJMsg","VJMsg","单11.6145.b.020.000","单11.6145.b.020",".000","7245","2014-08-12T03:01:02.0000000Z","7433BCA30418D864738674248DACB886AC8B2C6885CA48C15978E1E0F3A3E8FD","","24"
"14659","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6145.b.025.000","VJMsg\单11.6145.b.025.000","VJMsg","VJMsg","单11.6145.b.025.000","单11.6145.b.025",".000","7245","2014-08-12T03:01:40.0000000Z","901EC736997A24FCFF7194C6E7A3FDFE9EF04E13F0F5A088A88C0EF74C624E37","","24"
"14660","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6145.b.030.000","VJMsg\单11.6145.b.030.000","VJMsg","VJMsg","单11.6145.b.030.000","单11.6145.b.030",".000","7245","2014-08-12T03:02:26.0000000Z","9E8B9216817D04E7C62B43C4AAF244B5003A838628F210412B2890D203035210","","24"
"14661","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.015.000","VJMsg\单11.6170.3.015.000","VJMsg","VJMsg","单11.6170.3.015.000","单11.6170.3.015",".000","7245","2014-08-12T03:05:06.0000000Z","49A7789E1E744171E2AD01358628C980EE7E678DF355970A48EDE3DC13549B44","","24"
"14662","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.015.907","VJMsg\单11.6170.3.015.907","VJMsg","VJMsg","单11.6170.3.015.907","单11.6170.3.015",".907","7245","2014-08-12T03:06:16.0000000Z","5D606F2202D92506965B70564D49BCE9F656356D09D28F4CE876B89C9163726E","","24"
"14663","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.015.915","VJMsg\单11.6170.3.015.915","VJMsg","VJMsg","单11.6170.3.015.915","单11.6170.3.015",".915","7245","2014-08-12T03:07:22.0000000Z","D736F80EB4C78BB7892196E76F057660E502DBB66FCBACF0B490787BE98C5228","","24"
"14664","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.035.000","VJMsg\单11.6170.3.035.000","VJMsg","VJMsg","单11.6170.3.035.000","单11.6170.3.035",".000","7245","2014-08-12T03:08:32.0000000Z","32AB44C14C56999045E42CC49EDA28BD9D7B1CCA5919884E2E6CA02545FDDEB7","","24"
"14665","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.035.901","VJMsg\单11.6170.3.035.901","VJMsg","VJMsg","单11.6170.3.035.901","单11.6170.3.035",".901","7245","2014-08-12T03:09:30.0000000Z","03A812485F9DB57D197CA1EAC1B7D3C20D78A3D0C43017851D91BADB97CB19ED","","24"
"14666","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.055.000","VJMsg\单11.6170.3.055.000","VJMsg","VJMsg","单11.6170.3.055.000","单11.6170.3.055",".000","7245","2014-08-12T03:10:52.0000000Z","62299E1507F40E90AAB4872F4F3B73F22F8A7F8C908A85037D59A16C5BC41AB9","","24"
"14667","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.055.901","VJMsg\单11.6170.3.055.901","VJMsg","VJMsg","单11.6170.3.055.901","单11.6170.3.055",".901","7245","2014-08-12T03:11:38.0000000Z","BA96C9E70C65D587CC1C43E90C0A66A3EB98C26856A860DBA5B7E71D952A3AA2","","24"
"14668","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.065.000","VJMsg\单11.6170.3.065.000","VJMsg","VJMsg","单11.6170.3.065.000","单11.6170.3.065",".000","7245","2014-08-12T03:12:56.0000000Z","119FF5ACE79B7E249EB085EF00EEFEFD075013A7932FB0C207C92F70140D1861","","24"
"14669","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.075.000","VJMsg\单11.6170.3.075.000","VJMsg","VJMsg","单11.6170.3.075.000","单11.6170.3.075",".000","7245","2014-08-12T03:14:08.0000000Z","204D85FF11339F80A5DAC487597C6E73592EA4E0CD818BF5F146964ED0EF9748","","24"
"14670","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.075.901","VJMsg\单11.6170.3.075.901","VJMsg","VJMsg","单11.6170.3.075.901","单11.6170.3.075",".901","7245","2014-08-12T03:15:24.0000000Z","4A0E1A7760A19164FF533E5E8605647EA392E8D0F323CB5245D616C90EFC03DC","","24"
"14671","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.075.903","VJMsg\单11.6170.3.075.903","VJMsg","VJMsg","单11.6170.3.075.903","单11.6170.3.075",".903","7245","2014-08-12T03:16:02.0000000Z","15F96663877E74D89019C77E91AC825E7198B7266B7DEF04E6E93592A9435271","","24"
"14672","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.175.000","VJMsg\单11.6170.3.175.000","VJMsg","VJMsg","单11.6170.3.175.000","单11.6170.3.175",".000","7245","2014-08-12T03:17:56.0000000Z","3554DB213F3A3A87DD2D1433C2469A05935C63F7B489D5438F1BB0F0E58C77EB","","24"
"14673","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.175.903","VJMsg\单11.6170.3.175.903","VJMsg","VJMsg","单11.6170.3.175.903","单11.6170.3.175",".903","7245","2014-08-12T03:19:02.0000000Z","565F7EA98417E80A5C6BBA04226E11E576C91E3C1FF510DFB03F32DBB3C5BB8B","","24"
"14674","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.295.000","VJMsg\单11.6170.3.295.000","VJMsg","VJMsg","单11.6170.3.295.000","单11.6170.3.295",".000","7245","2014-08-12T03:20:30.0000000Z","4AA6A35F985F7C6472CCEA3FBCEE3CF53048D3340127EB5754C3CBAA2A2B52BA","","24"
"14675","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.295.901","VJMsg\单11.6170.3.295.901","VJMsg","VJMsg","单11.6170.3.295.901","单11.6170.3.295",".901","7245","2014-08-12T03:21:26.0000000Z","62C4F903759E025D718F695CD209D7557971E7D82A3273DD2F480EB318BAAF28","","24"
"14676","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.300.000","VJMsg\单11.6170.3.300.000","VJMsg","VJMsg","单11.6170.3.300.000","单11.6170.3.300",".000","7245","2014-08-12T03:22:52.0000000Z","D939B9A91A191AE87723D14C513CA49E01D1972BABA0FD6235917B6D3A603B5E","","24"
"14677","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.300.911","VJMsg\单11.6170.3.300.911","VJMsg","VJMsg","单11.6170.3.300.911","单11.6170.3.300",".911","7245","2014-08-12T03:24:10.0000000Z","AD7A4B2F1FF767D84CC029BC9F3A6FF66E700677953E6A5BA411038C2FEF0055","","24"
"14678","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.375.000","VJMsg\单11.6170.3.375.000","VJMsg","VJMsg","单11.6170.3.375.000","单11.6170.3.375",".000","7245","2014-08-12T03:25:24.0000000Z","4E23B7E7F9835EC70319A2D1B6047FA748F0C8B876BD5D52E923BAB1ECA4101B","","24"
"14679","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.375.901","VJMsg\单11.6170.3.375.901","VJMsg","VJMsg","单11.6170.3.375.901","单11.6170.3.375",".901","7245","2014-08-12T03:26:20.0000000Z","AC7C5EB5761642333683FB2ABB46F8017DA3A77064C3EC0CB995E342E2074A81","","24"
"14680","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.505.000","VJMsg\单11.6170.3.505.000","VJMsg","VJMsg","单11.6170.3.505.000","单11.6170.3.505",".000","7245","2014-08-12T03:27:32.0000000Z","262379B1C07878FB37537C9984B3DC12774D065F7DB4AFA63E805C78766E35E7","","24"
"14681","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.505.901","VJMsg\单11.6170.3.505.901","VJMsg","VJMsg","单11.6170.3.505.901","单11.6170.3.505",".901","7245","2017-05-25T03:35:08.0000000Z","64C2D814775D092D97EAFC55C35F24C98226BA80E052549DDFB67A7369852101","","24"
"14682","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.510.000","VJMsg\单11.6170.3.510.000","VJMsg","VJMsg","单11.6170.3.510.000","单11.6170.3.510",".000","7245","2014-08-12T03:33:50.0000000Z","8D049EF3B429360B84D520432EDCF1FD770BEE07CEDE243B0BAC312F07046B08","","24"
"14683","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.510.903","VJMsg\单11.6170.3.510.903","VJMsg","VJMsg","单11.6170.3.510.903","单11.6170.3.510",".903","7245","2014-08-12T03:34:40.0000000Z","35FFF7FC227DBFB1C63A71CDC9147C0E0052A0A140167CA8717C0D8D4A3FF6C5","","24"
"14684","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.520.000","VJMsg\单11.6170.3.520.000","VJMsg","VJMsg","单11.6170.3.520.000","单11.6170.3.520",".000","7245","2014-08-12T03:35:38.0000000Z","6A618BDA7DFB1D7C6E9B01B78648DE8FEEF56FC6D4BFEAA9DCBF0C828AB4484F","","24"
"14685","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.520.901","VJMsg\单11.6170.3.520.901","VJMsg","VJMsg","单11.6170.3.520.901","单11.6170.3.520",".901","7245","2014-08-12T03:36:24.0000000Z","A8ADDC7BAEEC6841031AB3CA3026F2DFFAF14D07F20B46C103D2E5A0AC597B4A","","24"
"14686","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.535.000","VJMsg\单11.6170.3.535.000","VJMsg","VJMsg","单11.6170.3.535.000","单11.6170.3.535",".000","7245","2014-08-12T03:37:34.0000000Z","CFB499A202F33B72CB760D66A9F4415F1B0A347AA2B7D154DEEF6C8EBCF1F4A3","","24"
"14687","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.535.911","VJMsg\单11.6170.3.535.911","VJMsg","VJMsg","单11.6170.3.535.911","单11.6170.3.535",".911","7245","2014-08-12T03:38:24.0000000Z","CB5A57CBB10542BD32D401112ADC18EE376D02E23F665906375EFE062C2844A8","","24"
"14688","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.540.000","VJMsg\单11.6170.3.540.000","VJMsg","VJMsg","单11.6170.3.540.000","单11.6170.3.540",".000","7245","2014-08-12T03:39:54.0000000Z","E1D70A5D2506486E66066A7FDC1239F26F54CCCB055D7408F7AB4289DB470E9B","","24"
"14689","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.555.000","VJMsg\单11.6170.3.555.000","VJMsg","VJMsg","单11.6170.3.555.000","单11.6170.3.555",".000","7245","2014-08-12T03:40:38.0000000Z","AA2A3EB0B4D7B60B24E68C73DF64C53222DF84415945EECB594B41E3A4A707ED","","24"
"14690","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.800.000","VJMsg\单11.6170.3.800.000","VJMsg","VJMsg","单11.6170.3.800.000","单11.6170.3.800",".000","7245","2014-08-12T03:41:52.0000000Z","09BC32FBD29470002DBC7A2C00620F1CD2454AF0652D5EE2AAD670195CCB642F","","24"
"14691","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.800.905","VJMsg\单11.6170.3.800.905","VJMsg","VJMsg","单11.6170.3.800.905","单11.6170.3.800",".905","7245","2014-08-12T03:42:34.0000000Z","C571A73795C1CF6FE852C00A23368B0FAAE1DBC99161B73B9B3C70B022FCA926","","24"
"14692","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.800.907","VJMsg\单11.6170.3.800.907","VJMsg","VJMsg","单11.6170.3.800.907","单11.6170.3.800",".907","7245","2014-08-12T03:43:04.0000000Z","B81863E608DEF94FFE2BF62E6E9689E6A5A93D253629E1DD846867505EC32E08","","24"
"14693","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.810.000","VJMsg\单11.6170.3.810.000","VJMsg","VJMsg","单11.6170.3.810.000","单11.6170.3.810",".000","7245","2014-08-12T05:02:44.0000000Z","6FFD603EE348070AADA21A02B175B3240638861D8036FCCA1478F5EF4C4D99CB","","24"
"14694","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.810.901","VJMsg\单11.6170.3.810.901","VJMsg","VJMsg","单11.6170.3.810.901","单11.6170.3.810",".901","7245","2014-08-12T05:03:40.0000000Z","CA743EFC4762200370338509EC79AAE9C9D2B6D10BFDE70E659D2D65C044698D","","24"
"14695","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\单11.6170.3.830.903","VJMsg\单11.6170.3.830.903","VJMsg","VJMsg","单11.6170.3.830.903","单11.6170.3.830",".903","7245","2014-08-12T05:14:40.0000000Z","C06BA532F83B34F24BB3AD1AB672CA142571DE16776F8B8C5577568442297C96","","24"
